"city","road_km","sep_from","paint_from","mixed_from","foot_from","total_from","sep_to","paint_to","mixed_to","foot_to","total_to","period","n_years","yr_from","yr_to","d_sep","d_paint","d_mixed","d_foot","d_total","a_sep","a_paint","a_mixed","a_foot","a_total","new_total","share_new_sep","share_new_paint","share_new_mixed","share_new_foot","pct_road_sep","pct_road_paint","pct_road_mixed","pct_road_foot"
"Vancouver",5367.712352,112.622,55.576,20.006,9.127,197.331,129.384,49.779,139.419,6.029,324.611,"2021→2024",3,2021,2024,16.762,-5.797,119.413,-3.098,127.28,5.58733333333333,-1.93233333333333,39.8043333333333,-1.03266666666667,42.4266666666667,127.28,0.131693903205531,-0.0455452545568824,0.938191389063482,-0.0243400377121307,2.41041232307822,0.927378308218257,2.59736347362304,0.112319729609833
"Vienna",5455.502921,295.409,149.319,15.449,49.048,509.227,313.389,144.023,47.038,49.545,553.994,"2021→2024",3,2021,2024,17.98,-5.29599999999999,31.589,0.497,44.7670000000001,5.99333333333334,-1.76533333333333,10.5296666666667,0.165666666666667,14.9223333333334,44.7670000000001,0.401635133022092,-0.118301427390712,0.705631380257778,0.011101927759287,5.74445664383506,2.63995826022948,0.862211984507157,0.908165584684873
"Warsaw",4966.570441,224.673,23.838,1.476,45.563,295.55,224.885,22.937,1.954,58.062,307.839,"2021→2024",3,2021,2024,0.211999999999989,-0.901,0.478,12.499,12.289,0.070666666666663,-0.300333333333333,0.159333333333333,4.16633333333333,4.09633333333333,12.289,0.0172512002603946,-0.0733176011066808,0.0388965741720238,1.01708845308813,4.52797363233854,0.461827739533313,0.0393430441229495,1.16905620668715
"Zurich",5477.217598,29.102,127.73,2.169,101.457,260.459,30.036,140.624,1.647,107.055,279.361,"2021→2024",3,2021,2024,0.934000000000001,12.894,-0.522,5.59800000000001,18.902,0.311333333333334,4.298,-0.174,1.866,6.30066666666666,18.902,0.0494127605544388,0.682150037033118,-0.0276161252777484,0.296159136599303,0.548380623237748,2.5674349701087,0.030070012201111,1.95455079307222
"Austin",8175.386677,199.551,187.645,30.858,31.135,449.189,206.119,184.586,39.551,30.988,461.244,"2024→2026",2,2024,2026,6.56800000000001,-3.059,8.693,-0.147000000000002,12.055,3.28400000000001,-1.5295,4.3465,-0.073500000000001,6.0275,12.055,0.544836167565326,-0.253753629199502,0.721111571961841,-0.012194110327665,2.52121408006155,2.2578259266843,0.483781398515005,0.379040175398422
"Barcelona",4642.417942,286.187,2.312,64.356,19.121,371.976,297.494,3.319,63.565,23.109,387.486,"2024→2026",2,2024,2026,11.307,1.007,-0.790999999999997,3.988,15.51,5.65350000000001,0.5035,-0.395499999999998,1.994,7.755,15.51,0.729013539651839,0.0649258542875565,-0.0509993552546742,0.25712443584784,6.40816927120174,0.0714929168693102,1.36922183211741,0.497779396183456
"Beijing",6039.380575,175.426,99.039,34.177,2.473,311.116,174.378,139.859,36.512,2.497,353.246,"2024→2026",2,2024,2026,-1.048,40.82,2.335,0.024,42.13,-0.524000000000001,20.41,1.1675,0.012,21.065,42.13,-0.0248753857108949,0.968905767861382,0.0554236885829575,0.000569665321623547,2.88734908877638,2.3157838500681,0.604565311733149,0.0413452997205761
"Berlin",4497.393303,247.72,172.249,54.808,42.128,516.905,267.354,173.268,62.788,53.853,557.263,"2024→2026",2,2024,2026,19.634,1.01900000000001,7.98,11.725,40.3580000000001,9.81699999999999,0.509500000000003,3.99,5.8625,20.179,40.3580000000001,0.486495862034788,0.0252490212597256,0.197730313692452,0.290524803013033,5.94464352987898,3.85263169855349,1.39609760076169,1.19742696205994
"Bogota",9572.72525,260.547,24.167,9.979,11.108,305.801,271.104,30.649,10.067,11.216,323.036,"2024→2026",2,2024,2026,10.557,6.482,0.088000000000001,0.107999999999999,17.235,5.27849999999998,3.241,0.0440000000000005,0.0539999999999994,8.61750000000001,17.235,0.612532637075715,0.376095155207426,0.00510588917899628,0.00626631853785893,2.8320461824599,0.320170058155592,0.105163365051138,0.117166216590202
"Bologna",4127.040356,203.358,65.262,11.245,26.205,306.07,206.311,75.912,13.94,27.621,323.785,"2024→2026",2,2024,2026,2.953,10.65,2.695,1.416,17.715,1.4765,5.325,1.3475,0.708,8.85750000000002,17.715,0.166694891335027,0.601185436071125,0.152130962461191,0.0799322607959355,4.99900612069518,1.83938109278813,0.337772321022586,0.669268958318856
"Brussels",5083.105087,168.946,136.701,91.027,15.65,412.325,182.433,139.486,122.405,14.162,458.487,"2024→2026",2,2024,2026,13.487,2.785,31.378,-1.488,46.162,6.7435,1.3925,15.689,-0.744,23.081,46.162,0.292166717213292,0.0603310081885532,0.679736579870889,-0.0322343052727351,3.58900705135078,2.7441100983085,2.40807533790812,0.278609231121725
"Buenos Aires",4511.143206,220.582,15.411,0.789,6.806,243.589,229.892,16.445,1.398,7.833,255.568,"2024→2026",2,2024,2026,9.31,1.034,0.609,1.027,11.979,4.655,0.517,0.3045,0.5135,5.98950000000001,11.979,0.77719342182152,0.086317722681359,0.05083896819434,0.0857333667251022,5.09609182200721,0.364541741395562,0.030989927301368,0.173636695673545
"Chicago",8168.410006,19.127,65.589,21.355,7.968,114.038,37.225,88.29,32.364,3.372,161.252,"2024→2026",2,2024,2026,18.098,22.701,11.009,-4.596,47.214,9.049,11.3505,5.5045,-2.298,23.607,47.214,0.383318507222434,0.480810776464608,0.233172364129284,-0.0973440081331808,0.455719044130459,1.08087130708605,0.396209298703511,0.0412809836617303
"Christchurch",5533.22314,199.744,164.276,18.621,12.976,395.617,220.996,171.696,26.691,13.813,433.197,"2024→2026",2,2024,2026,21.252,7.41999999999999,8.07,0.837,37.58,10.626,3.70999999999999,4.035,0.4185,18.79,37.58,0.56551357104843,0.197445449707291,0.214741883980841,0.0222724853645556,3.9939831524669,3.10300155362973,0.48237707615746,0.249637501515979
"Curitiba",7095.326681,130.406,11.517,17.396,12.85,172.168,145.599,12.282,19.162,12.326,189.369,"2024→2026",2,2024,2026,15.193,0.765000000000001,1.766,-0.523999999999999,17.201,7.59649999999999,0.3825,0.882999999999999,-0.262,8.6005,17.201,0.883262601011569,0.0444741584791582,0.102668449508749,-0.0304633451543515,2.05204082272755,0.173099852229341,0.270065084548008,0.1737199787151
"Dublin",4300.918759,90.796,101.95,29.89,5.948,228.585,112.51,102.087,28.851,6.095,249.542,"2024→2026",2,2024,2026,21.714,0.137,-1.039,0.146999999999999,20.957,10.857,0.0685000000000002,-0.519500000000001,0.0734999999999997,10.4785,20.957,1.03612158228754,0.00653719520923799,-0.049577706732834,0.00701436274275895,2.6159526906795,2.37360912215268,0.670810159797301,0.141713906761102
"Gent",4198.062645,256.584,65.939,16.748,37.017,376.287,273.891,62.775,20.029,38.939,395.634,"2024→2026",2,2024,2026,17.307,-3.16399999999999,3.281,1.922,19.347,8.65350000000001,-1.582,1.6405,0.960999999999999,9.67350000000002,19.347,0.89455729570476,-0.16353956685791,0.169587016074843,0.0993435674781616,6.52422374702319,1.49533261669562,0.477101027157254,0.927546901816183
"Glasgow",4161.64719,111.507,19.236,4.97,61.119,196.832,128.337,18.607,5.461,57.766,210.171,"2024→2026",2,2024,2026,16.83,-0.629000000000001,0.491000000000001,-3.353,13.339,8.41499999999999,-0.314500000000001,0.2455,-1.6765,6.6695,13.339,1.26171377164705,-0.0471549591423646,0.03680935602369,-0.251368168528376,3.08380297850285,0.447106617896651,0.131222079880347,1.38805615571655
"Graz",4859.646125,118.111,27.043,7.19,9.458,161.802,125.681,26.888,10.642,8.544,171.754,"2024→2026",2,2024,2026,7.56999999999999,-0.154999999999998,3.452,-0.914,9.952,3.785,-0.0774999999999988,1.726,-0.457,4.976,9.952,0.760651125401929,-0.0155747588424435,0.346864951768489,-0.0918408360128617,2.58621711884422,0.553291316042071,0.218987138698294,0.175815270911316
"Hamburg",4052.262506,201.417,80.509,21.691,116.378,419.995,158.307,89.874,26.253,185.353,459.787,"2024→2026",2,2024,2026,-43.11,9.36499999999999,4.562,68.975,39.792,-21.555,4.6825,2.281,34.4875,19.896,39.792,-1.0833835946924,0.235348813831926,0.114646160032167,1.73338862082831,3.90663240018637,2.2178721113681,0.647860299305101,4.57406201413547
"Helsinki",2893.176785,298.866,18.731,0.179,14.729,332.504,300.243,24.191,0.086,15.826,340.346,"2024→2026",2,2024,2026,1.37700000000001,5.46,-0.093,1.097,7.84199999999998,0.688500000000005,2.73,-0.0465,0.548500000000001,3.92099999999999,7.84199999999998,0.175592960979344,0.696250956388677,-0.0118592195868401,0.139887783728641,10.3776237095722,0.836139710695211,0.00297251106278319,0.547011163716357
"Kyoto",8620.304318,55.556,4.204,11.356,21.296,92.411,57.033,16.456,68.365,30.43,172.284,"2024→2026",2,2024,2026,1.477,12.252,57.009,9.134,79.873,0.738500000000002,6.126,28.5045,4.567,39.9365,79.873,0.0184918558211161,0.153393512200618,0.713745571094112,0.114356541008852,0.661612373485583,0.190898132977027,0.793069449500147,0.353003778955452
"Leeds",4218.44336,98.07,9.82,9.521,9.136,126.547,103.775,9.628,9.263,9.258,131.925,"2024→2026",2,2024,2026,5.70500000000001,-0.192,-0.258000000000001,0.122,5.37800000000001,2.85250000000001,-0.0960000000000001,-0.129,0.0609999999999999,2.68900000000001,5.37800000000001,1.06080327259204,-0.03570100409074,-0.047973224246932,0.022685013015991,2.46003065927143,0.228235848590367,0.219583367832631,0.219464840698963
"London",6551.456328,174.708,87.1,85.846,23.723,371.376,186.791,86.133,92.394,27.52,392.838,"2024→2026",2,2024,2026,12.083,-0.966999999999999,6.548,3.797,21.462,6.0415,-0.483499999999999,3.274,1.8985,10.731,21.462,0.562995061038113,-0.0450563787158698,0.30509738141832,0.176917342279377,2.85113707011495,1.31471531958291,1.41028185756381,0.420059275712232
"Lyon",6007.408812,142.735,230.098,109.698,39.472,522.003,168.34,248.969,106.146,50.159,573.614,"2024→2026",2,2024,2026,25.605,18.871,-3.55199999999999,10.687,51.611,12.8025,9.43549999999999,-1.776,5.3435,25.8055,51.611,0.496115169246866,0.365639107942105,-0.0688225378310824,0.207068260642111,2.8022064964804,4.14436586207811,1.76691820586556,0.834952332523229
"Madrid",7964.673927,183.19,28.901,127.228,8.371,347.689,201.825,23.273,149.064,12.21,386.372,"2024→2026",2,2024,2026,18.635,-5.628,21.836,3.839,38.683,9.3175,-2.814,10.918,1.9195,19.3415,38.683,0.481736163172453,-0.14549026704237,0.564485691388982,0.0992425613318512,2.53400204264257,0.292202797167945,1.87156437747787,0.15330194446013
"Melbourne",8157.284288,313.788,363.964,106.061,33.494,817.308,328.635,360.15,114.711,35.116,838.611,"2024→2026",2,2024,2026,14.847,-3.81400000000002,8.64999999999999,1.622,21.303,7.42349999999999,-1.90700000000001,4.325,0.811,10.6515,21.303,0.696944092381354,-0.17903581655166,0.406046096793878,0.076139510867014,4.0287304989903,4.41507231186988,1.40624006654701,0.430486406507352
"Mexico City",12976.646897,194.767,72.986,98.796,7.091,373.64,202.636,65.177,120.797,10.377,398.987,"2024→2026",2,2024,2026,7.869,-7.809,22.001,3.286,25.347,3.9345,-3.9045,11.0005,1.643,12.6735,25.347,0.310450940939756,-0.308083796899041,0.867992267329465,0.129640588629818,1.56154360682224,0.502263801406725,0.930879918046675,0.079966728557583
"Milan",5340.860085,232.568,37.075,3.857,76.319,349.819,243.586,38.368,4.175,72.829,358.958,"2024→2026",2,2024,2026,11.018,1.293,0.318,-3.49000000000001,9.13900000000001,5.509,0.6465,0.159,-1.745,4.56950000000001,9.13900000000001,1.2056023634971,0.141481562534194,0.0347959295327716,-0.381879855564067,4.56080099690535,0.718386166073849,0.0781709300291472,1.36361932050126
"Minneapolis",8409.463311,234.251,180.23,52.809,19.034,486.325,255.898,175.783,55.538,12.768,499.987,"2024→2026",2,2024,2026,21.647,-4.447,2.729,-6.266,13.662,10.8235,-2.2235,1.3645,-3.133,6.83100000000002,13.662,1.58446786707656,-0.325501390718781,0.199751134533743,-0.458644415166153,3.04297659120853,2.09029986218106,0.6604226446574,0.151828951834522
"Montpellier",5731.769991,176.718,50.608,15.862,49.243,292.431,214.859,47.311,12.884,49.799,324.853,"2024→2026",2,2024,2026,38.141,-3.297,-2.978,0.555999999999997,32.422,19.0705,-1.6485,-1.489,0.277999999999999,16.211,32.422,1.1763925729443,-0.101690210350996,-0.0918512121399049,0.0171488495466041,3.748562840752,0.825416931842826,0.224782222947369,0.868824116777089
"Montréal",5734.814293,251.123,126.154,93.828,11.477,482.582,270.841,135.04,88.639,10.761,505.281,"2024→2026",2,2024,2026,19.718,8.886,-5.18900000000001,-0.716000000000001,22.699,9.85900000000001,4.443,-2.5945,-0.358000000000001,11.3495,22.699,0.868672628750165,0.391470989911449,-0.228600378871316,-0.0315432397902992,4.72275101097158,2.35474059142302,1.54562982289059,0.187643390879022
"Nantes",5602.421208,123.953,202.818,34.039,107.182,467.993,129.816,207.623,72.782,124.428,534.649,"2024→2026",2,2024,2026,5.863,4.80499999999998,38.743,17.246,66.656,2.9315,2.40249999999999,19.3715,8.623,33.328,66.656,0.0879590734517523,0.0720865338454149,0.581237998079693,0.258731397023524,2.31714102136106,3.70595127163099,1.29911688710714,2.22096831673996
"New York",3853.389001,188.66,228.946,83.786,40.548,541.941,237.197,290.903,95.861,54.51,678.47,"2024→2026",2,2024,2026,48.537,61.957,12.075,13.962,136.529,24.2685,30.9785,6.0375,6.981,68.2645,136.529,0.355506888646368,0.45380102395828,0.0884427484270741,0.102263987870709,6.15554256106623,7.54927675156874,2.48770627556997,1.41459894098037
"Oslo",4013.49916,134.252,84.427,0.081,13.14,231.9,136.906,84.073,0.719,18.148,239.846,"2024→2026",2,2024,2026,2.654,-0.354000000000013,0.638,5.008,7.946,1.327,-0.177000000000007,0.319,2.504,3.973,7.946,0.334004530581424,-0.0445507173420606,0.0802919708029197,0.630254215957715,3.41113812516657,2.09475563961498,0.017914542182189,0.452174007680619
"Paris",7106.27734,349.367,168.273,155.589,34.594,707.823,404.41,183.108,159.562,38.033,785.114,"2024→2026",2,2024,2026,55.043,14.835,3.97300000000001,3.439,77.2910000000001,27.5215,7.4175,1.98650000000001,1.7195,38.6455,77.2910000000001,0.712152773285376,0.191936965494042,0.0514031387871811,0.0444941843164146,5.69088399806248,2.57670776468738,2.24536691105276,0.53520286614651
"Portland",6158.405478,37.073,155.913,139.204,68.095,400.285,42.37,158.736,151.545,68.109,420.76,"2024→2026",2,2024,2026,5.297,2.82299999999998,12.341,0.0139999999999958,20.475,2.6485,1.41149999999999,6.17049999999999,0.0069999999999979,10.2375,20.475,0.258705738705739,0.137875457875457,0.602735042735043,0.000683760683760479,0.68800276551066,2.57755031829361,2.46078307999323,1.10595186113206
"San Francisco",5061.035723,84.114,166.237,163.621,25.903,439.875,91.665,164.398,155.816,28.086,439.964,"2024→2026",2,2024,2026,7.551,-1.839,-7.80500000000001,2.183,0.0889999999999986,3.7755,-0.919499999999999,-3.9025,1.0915,0.0444999999999993,0.0889999999999986,84.8426966292148,-20.6629213483149,-87.6966292134846,24.5280898876408,1.8111905352382,3.24830744135809,3.07873740728386,0.554945697623956
"Santiago",9684.519786,225.916,44.799,0.539,5.395,276.649,249.069,51.105,2.243,3.248,305.666,"2024→2026",2,2024,2026,23.153,6.306,1.704,-2.147,29.017,11.5765,3.153,0.852,-1.0735,14.5085,29.017,0.797911569080194,0.217320880862942,0.0587241961608712,-0.0739911086604404,2.57182602239148,0.527697822187092,0.0231606734207151,0.033538059416176
"Sao Paulo",10935.421161,97.829,289.535,2.459,21.471,411.293,139.152,326.401,3.103,19.835,488.491,"2024→2026",2,2024,2026,41.323,36.866,0.644,-1.636,77.198,20.6615,18.433,0.322,-0.818,38.599,77.198,0.535285888235447,0.477551231897199,0.00834218503070028,-0.02119225886681,1.2724887130664,2.98480502208798,0.0283756789456497,0.181383046048006
"Seattle",4703.395466,79.175,66.731,142.559,17.691,306.157,100.32,59.072,147.761,20.179,327.332,"2024→2026",2,2024,2026,21.145,-7.65899999999999,5.202,2.488,21.175,10.5725,-3.8295,2.601,1.244,10.5875,21.175,0.998583234946871,-0.361700118063754,0.245667060212515,0.117497048406139,2.13292717410635,1.25594372038288,3.1415814610559,0.429030476936723
"Seoul",10540.972138,156.09,10.701,22.918,23.91,213.619,160.24,10.701,23.595,24.062,218.598,"2024→2026",2,2024,2026,4.15000000000001,0,0.677,0.152000000000001,4.97900000000001,2.075,0,0.3385,0.0760000000000005,2.48950000000001,4.97900000000001,0.833500702952399,0,0.135971078529825,0.0305282185177748,1.52016339576819,0.101518150886891,0.223840834517914,0.228271165932191
"Seville",5368.804949,212.808,4.197,1.455,14.489,232.948,225.184,4.213,1.455,14.788,245.64,"2024→2026",2,2024,2026,12.376,0.016,0,0.298999999999999,12.692,6.188,0.00800000000000001,0,0.1495,6.34599999999999,12.692,0.975102426725498,0.00126063662149386,0,0.0235581468641664,4.19430398643823,0.0784718394506904,0.0271010031808105,0.275443048135962
"Shanghai",5965.647669,214.991,487.571,6.148,5.603,714.314,228.39,496.336,8.582,4.66,737.968,"2024→2026",2,2024,2026,13.399,8.76499999999999,2.434,-0.943,23.654,6.69949999999999,4.38249999999999,1.217,-0.4715,11.827,23.654,0.566458104337532,0.370550435444322,0.102900143738903,-0.0398664073729602,3.8284191871875,8.31990133408598,0.143856970377176,0.0781138990861849
"Strasbourg",4587.72507,264.041,68.005,9.118,59.258,400.422,227.773,57.888,12.381,110.463,408.505,"2024→2026",2,2024,2026,-36.268,-10.117,3.263,51.205,8.08299999999997,-18.134,-5.0585,1.6315,25.6025,4.04149999999998,8.08299999999997,-4.48694791537797,-1.25163924285538,0.403686749969072,6.33490040826428,4.96483543640073,1.26180185422489,0.269872318220673,2.40779467632745
"Sydney",6579.70704,238.33,53.002,163.787,30.025,485.144,258.898,52.524,169.934,28.05,509.407,"2024→2026",2,2024,2026,20.568,-0.478000000000002,6.14699999999999,-1.975,24.263,10.284,-0.239000000000001,3.0735,-0.987499999999999,12.1315,24.263,0.847710505708281,-0.0197007789638545,0.253348720273668,-0.0813996620368462,3.93479524887783,0.798272623396315,2.58269857558886,0.426310773860837
"Taipei",9900.602111,209.377,5.673,79.179,54.725,348.954,221.531,30.224,99.152,75.31,426.217,"2024→2026",2,2024,2026,12.154,24.551,19.973,20.585,77.263,6.077,12.2755,9.9865,10.2925,38.6315,77.263,0.157306860981324,0.317758823757814,0.258506659073554,0.266427656187308,2.23755078243039,0.305274362722039,1.00147444456775,0.760660807854578
"Tokyo",13226.020919,29.962,70.692,171.905,22.314,294.873,35.812,65.539,300.237,33.367,434.955,"2024→2026",2,2024,2026,5.85,-5.15299999999999,128.332,11.053,140.082,2.925,-2.5765,64.166,5.5265,70.041,140.082,0.0417612541225853,-0.036785597007467,0.91612055795891,0.0789037849259719,0.270769267789028,0.495530745047055,2.27004782344394,0.25228298219358
"Turin",5388.015452,223.334,12.115,19.506,37.137,292.093,238.071,17.9,28.33,35.715,320.015,"2024→2026",2,2024,2026,14.737,5.785,8.824,-1.422,27.922,7.3685,2.8925,4.412,-0.710999999999999,13.961,27.922,0.527791705465225,0.207184299118974,0.316023207506626,-0.0509275839839553,4.41852853097571,0.332218794832068,0.525796561876675,0.662860014381414
"Vancouver",5520.868149,129.384,49.779,139.419,6.029,324.611,125.275,52.246,80.227,14.372,272.12,"2024→2026",2,2024,2026,-4.10899999999998,2.467,-59.192,8.343,-52.491,-2.05449999999999,1.2335,-29.596,4.1715,-26.2455,0.001,-4108.99999999998,2467,-59192,8343,2.26911776588418,0.946336673688963,1.45315913792528,0.260321377220414
"Vienna",5634.362551,313.389,144.023,47.038,49.545,553.994,341.855,142.591,64.231,46.272,594.95,"2024→2026",2,2024,2026,28.466,-1.43199999999999,17.193,-3.273,40.956,14.233,-0.715999999999994,8.5965,-1.6365,20.478,40.956,0.695038577986131,-0.0349643519874985,0.419791971872253,-0.0799150307647232,6.06732344441212,2.53073881400643,1.13998698909782,0.821246406867935
"Warsaw",5250.429495,224.885,22.937,1.954,58.062,307.839,229.27,23.337,6.291,78.078,336.976,"2024→2026",2,2024,2026,4.38500000000002,0.399999999999999,4.337,20.016,29.137,2.19250000000001,0.199999999999999,2.1685,10.008,14.5685,29.137,0.150495933006144,0.0137282493050073,0.148848543089543,0.686961595222569,4.36669038634524,0.444477923610324,0.119818769226231,1.48707834424505
"Zurich",5700.604059,30.036,140.624,1.647,107.055,279.361,40.961,149.437,2.386,111.805,304.589,"2024→2026",2,2024,2026,10.925,8.81300000000002,0.739,4.75,25.228,5.4625,4.40650000000001,0.3695,2.375,12.614,25.228,0.433050578722055,0.349334073251943,0.0292928492151578,0.188282860313937,0.718537887845966,2.6214239482932,0.0418552135055412,1.96128338054779
