"from_id","to_id","euclidean_distance","route_ci_strong_m","route_ci_medium_m","route_ci_weak_m","route_ci_foot_m","route_pct_lts1","route_pct_lts2","route_pct_lts3","route_pct_lts4","route_interruptions_count","total_duration_v16_v1","total_duration_v16_v2","total_duration_v19_v1","total_duration_v19_v2","total_duration_v21_v1","total_duration_v21_v2","total_duration_v24_v1","total_duration_v24_v2","total_duration_v26_v1","total_duration_v26_v2","total_distance_v16_v1","total_distance_v16_v2","total_distance_v19_v1","total_distance_v19_v2","total_distance_v21_v1","total_distance_v21_v2","total_distance_v24_v1","total_distance_v24_v2","total_distance_v26_v1","total_distance_v26_v2"
"10038","10038",1822.64697936318,187.821,0,0,21.899,78.08,0,0,21.92,1,19.7,19.7,NA,NA,NA,NA,NA,NA,NA,NA,2632,2632,NA,NA,NA,NA,NA,NA,NA,NA
"10039","10039",3365.08719223439,920.232,0,0,0,70.67,0,0.71,28.61,1,51.5,51.5,NA,NA,NA,NA,NA,NA,NA,NA,6054,6054,NA,NA,NA,NA,NA,NA,NA,NA
"1004","1004",1120.51731964495,296.799,0,0,0,86.4,0,0,13.6,0,9.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,1545,1545,NA,NA,NA,NA,NA,NA,NA,NA
"10040","10040",2038.4120318569,0,0,0,0,91.49,0,0,8.51,0,17.8,17.8,NA,NA,NA,NA,NA,NA,NA,NA,2852,2852,NA,NA,NA,NA,NA,NA,NA,NA
"10041","10041",3408.71660619181,2331.082,0,0,0,87.54,0,0,12.46,0,28.9,28.9,NA,NA,NA,NA,NA,NA,NA,NA,4513,4513,NA,NA,NA,NA,NA,NA,NA,NA
"10042","10042",2003.60129761019,0,0,0,66.215,69.33,0,0,30.67,0,23.3,23.3,NA,NA,NA,NA,NA,NA,NA,NA,3318,3318,NA,NA,NA,NA,NA,NA,NA,NA
"10043","10043",2669.58340178125,605.644,0,0,0,78.2,0,0,21.8,1,33.1,33.1,NA,NA,NA,NA,NA,NA,NA,NA,4154,4154,NA,NA,NA,NA,NA,NA,NA,NA
"10044","10044",1233.06686213917,0,0,0,0,91.57,0,0,8.43,0,9.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,1685,1685,NA,NA,NA,NA,NA,NA,NA,NA
"10045","10045",1105.53292674453,499.214,0,0,0,88.66,0,0,11.34,0,36.3,36.3,NA,NA,NA,NA,NA,NA,NA,NA,5192,5192,NA,NA,NA,NA,NA,NA,NA,NA
"10046","10046",796.036566868761,455.922,0,0,0,66.82,0,0,33.18,1,18.8,18.8,NA,NA,NA,NA,NA,NA,NA,NA,2101,2101,NA,NA,NA,NA,NA,NA,NA,NA
"10047","10047",1561.45258858065,0,0,0,0,92.56,0,0,7.44,0,10.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,1958,1958,NA,NA,NA,NA,NA,NA,NA,NA
"10048","10048",5228.4129187294,1898.601,0,0,0,98.17,0,0,1.83,1,54.2,54.2,NA,NA,NA,NA,NA,NA,NA,NA,10048,10048,NA,NA,NA,NA,NA,NA,NA,NA
"10049","10049",2321.07844170126,0,0,0,0,78.38,0,4.1,17.51,0,36.9,36.9,NA,NA,NA,NA,NA,NA,NA,NA,4842,4842,NA,NA,NA,NA,NA,NA,NA,NA
"1005","1005",4815.28737500318,3038.563,0,0,0,92.55,0,0,7.45,2,43,43,NA,NA,NA,NA,NA,NA,NA,NA,7352,7352,NA,NA,NA,NA,NA,NA,NA,NA
"10050","10050",1498.70524310506,0,0,0,0,100,0,0,0,0,10.7,10.7,NA,NA,NA,NA,NA,NA,NA,NA,2148,2148,NA,NA,NA,NA,NA,NA,NA,NA
"10051","10051",729.806611899019,348.502,0,0,0,69.92,0,0,30.08,0,13,13,NA,NA,NA,NA,NA,NA,NA,NA,1518,1518,NA,NA,NA,NA,NA,NA,NA,NA
"10052","10052",2115.487326375,0,0,0,0,79.21,0,20.79,0,0,22.2,22.2,NA,NA,NA,NA,NA,NA,NA,NA,2959,2959,NA,NA,NA,NA,NA,NA,NA,NA
"10053","10053",2332.7119650568,0,0,0,0,91.45,0,0,8.55,0,20,20,NA,NA,NA,NA,NA,NA,NA,NA,3171,3171,NA,NA,NA,NA,NA,NA,NA,NA
"10054","10054",2385.11704260272,1062.159,119.1,0,0,88.73,0,0,11.27,2,24.9,24.9,NA,NA,NA,NA,NA,NA,NA,NA,3807,3807,NA,NA,NA,NA,NA,NA,NA,NA
"10055","10055",471.624234966006,90.196,0,0,0,33.75,0,0,66.25,0,9.3,9.3,NA,NA,NA,NA,NA,NA,NA,NA,822,822,NA,NA,NA,NA,NA,NA,NA,NA
"10056","10056",530.792823542842,0,0,0,0,84.23,0,0,15.77,0,6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,778,778,NA,NA,NA,NA,NA,NA,NA,NA
"10057","10057",5254.3096069401,118.033,0,0,0,89.12,0,0,10.88,0,43.8,43.8,NA,NA,NA,NA,NA,NA,NA,NA,6473,6473,NA,NA,NA,NA,NA,NA,NA,NA
"10058","10058",3971.41810069455,775.737,0,0,0,92.63,0,0,7.37,0,46.3,46.3,NA,NA,NA,NA,NA,NA,NA,NA,6857,6857,NA,NA,NA,NA,NA,NA,NA,NA
"10059","10059",1076.01114531542,292.935,0,0,0,100,0,0,0,0,8.6,8.6,NA,NA,NA,NA,NA,NA,NA,NA,1513,1513,NA,NA,NA,NA,NA,NA,NA,NA
"1006","1006",947.656198382369,0,0,0,0,64.86,0,18.67,16.47,0,28.4,28.4,NA,NA,NA,NA,NA,NA,NA,NA,3174,3174,NA,NA,NA,NA,NA,NA,NA,NA
"10060","10060",2094.53679003882,0,0,0,0,68.2,0,4.41,27.39,0,33.5,33.5,NA,NA,NA,NA,NA,NA,NA,NA,3494,3494,NA,NA,NA,NA,NA,NA,NA,NA
"10061","10061",3451.87569580377,0,0,0,0,100,0,0,0,0,23.6,23.6,NA,NA,NA,NA,NA,NA,NA,NA,4117,4117,NA,NA,NA,NA,NA,NA,NA,NA
"10062","10062",4867.35298238652,0,0,0,0,83.74,0,0,16.26,0,46.6,46.6,NA,NA,NA,NA,NA,NA,NA,NA,6409,6409,NA,NA,NA,NA,NA,NA,NA,NA
"10063","10063",1550.22036915084,0,0,0,0,96.67,0,0,3.33,0,31,31,NA,NA,NA,NA,NA,NA,NA,NA,4858,4858,NA,NA,NA,NA,NA,NA,NA,NA
"10064","10064",1935.62981204714,76.811,0,0,0,94.46,0,0,5.54,0,13.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,2102,2102,NA,NA,NA,NA,NA,NA,NA,NA
"10065","10065",1730.66917413958,0,0,0,0,81.08,0,0,18.92,0,18,18,NA,NA,NA,NA,NA,NA,NA,NA,2571,2571,NA,NA,NA,NA,NA,NA,NA,NA
"10066","10066",2931.78599871499,0,0,0,0,26.21,0,61.38,12.41,0,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10067","10067",1762.66645392451,382.263,0,0,0,100,0,0,0,0,13.3,13.3,NA,NA,NA,NA,NA,NA,NA,NA,2452,2452,NA,NA,NA,NA,NA,NA,NA,NA
"10068","10068",1321.06240449801,0,0,0,0,100,0,0,0,0,10.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,2063,2063,NA,NA,NA,NA,NA,NA,NA,NA
"10069","10069",789.489414708391,122.406,0,0,0,100,0,0,0,0,12.7,12.7,NA,NA,NA,NA,NA,NA,NA,NA,1794,1794,NA,NA,NA,NA,NA,NA,NA,NA
"1007","1007",930.676306144141,0,0,0,21.899,97.78,0,0,2.22,0,16.6,16.6,NA,NA,NA,NA,NA,NA,NA,NA,3062,3062,NA,NA,NA,NA,NA,NA,NA,NA
"10070","10070",5124.7176130808,2780.609,0,0,0,93.54,0,0,6.46,1,37.2,37.2,NA,NA,NA,NA,NA,NA,NA,NA,6494,6494,NA,NA,NA,NA,NA,NA,NA,NA
